,SDSS9,JINGLEID,IDNUM,SDSSID,OBJID,SPECOBJID,PLATE,MJD,FIBERID,RA,DEC,Z,Z_ERR,DL,AGNCLASS,N2HA,O3HB,Z_PP04_N2,Z_PP04_O3N2,Z_MZR,LOGMSTAR,LOGMSTAR_MAGPHYS,LOGMSTAR_MAGPHYS_ERR,LOGMSTAR_GRASIL,LOGMSTAR_WISE,LOGMSTAR_WISE_ERR,LOGMSTAR_CHANG,LOGMSTAR_CHANG_ERR,LOGMSTAR_MPAJHU,LOGMSTAR_MPAJHU_ERR,LOGMSTAR_BC03,LOGMSTAR_BC03_ERR,LOGMUST,CINDEX,AXISRATIO,INCL,PETRORAD_KPC,PETROR50_KPC,RE_R,LOGSFR_MPAJHU,LOGSFR_MPAJHU_ERR,LOGSFR_CHANG,LOGSFR_CHANG_ERR,LOGSFR_IRNUV,LOGSFR_IRNUV_ERR,LOGSFR_IRFUV,LOGSFR_IRFUV_ERR,LOGSFR_MAGPHYS,LOGSFR_MAGPHYS_ERR,LOGSFR_GRASIL,LOGSFR_NUVCE01,LOGSFR_NUVCE01_ERR,LOGSFR_NUVJRM,LOGSFR_NUVJRM_ERR,LOGSFR_FUVCE01,LOGSFR_FUVCE01_ERR,LOGSFR_FUVJRM,LOGSFR_FUVJRM_ERR,AIRX,FUVK,LOGL12UM,LOGMHALO_TEMPEL14,GROUPRANK_TEMPEL14,GROUPCLASS,MORPH_ZOO,MORPH_JINGLE,MORPH_TEMPEL14,DETFLAG_850,F850,F850ERR,SN850,F850_CORR,F850ERR_CORR,LOGL850,LOGL850ERR,F850_BEAM,LOGL850_BEAM,LOGL850ERR_BEAM,SN850_BEAM,LOGLIR_GRASIL,LOGLIR_MAGPHYS,LOGMDUST_GRASIL,LOGMDUST_MAGPHYS,FLAG_RXA,CO_APCOR,RMS_CO21,ICO21,FLAG_CO,LOGLCO21,LOGLCO21_ERR,SNCO21,ALPHACO_A17,ALPHACO_MW,LOGMH2,LOGMH2_ERR,LOGMH2_PRED,FIRST_FLUX,FIRST_FLUX_ERR,HIREFERENCE,HIFLAG,LOGMHI,LOGMHIMS,BDec,BDecerr,HA SNR,HB SNR,logMDust,logMDust uperr,logMDust lowerr,MPA LBdec,MPA LBdec err
50,J130636.39+252546.6,JINGLE46 ,46,5224-301-6-0278-0149,1237667912745353365,2997315227265034240,2662,54505,617,196.651649,25.429626,0.02396,1e-05,104.50401,1,-0.5084287,-0.24049737,8.621542,8.644261,8.573963,9.495716,9.572,0.047499657,9.721905,9.914949,0.053143386,9.53,0.09500027,9.559683,0.0828681,9.700082,0.13135925,8.004943,2.026838,0.6266755,51.808613,5.272535,2.5451624,5.8954716,-0.27578992,0.22951493,-0.403,0.11749999,-0.23024221,0.010663153,-0.26386055,0.013972945,-0.348,0.017499998,0.17905685,-0.55284196,0.062042065,-0.4202164,0.034286406,-0.63827217,0.07552947,-0.45593196,0.03722524,0.39451355,3.181437,8.693458,12.848629,2,3,1,1,1,1,0.0051,0.0039,1.9,0.0049,0.0039,6.768973,0.34566295,0.0,0.0,0.0,0.0,9.943568,9.50691,6.1755724,6.988871,0,0.894982,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,1,1,9.552322,0.056606293,0.4985019862651825,0.029200803488492966,31.616832733154297,20.282258987426758,7.418332,0.077852,0.08393099999999999,0.5609407801544164,0.024949800266572435
53,J125731.20+263043.7,JINGLE49 ,49,5087-301-2-0272-0141,1237667322186956941,2522028774728427520,2240,53823,47,194.380024,26.512154,0.02413,1e-05,105.25887,1,-0.4122068,-0.45088643,8.7249,8.742377,8.755215,10.34587,10.4,0.01,10.264824,10.577175,0.048270304,10.41,0.089999676,10.37763,0.09163904,10.378631,0.19127582,8.635254,2.7177153,0.33454362,71.8871,7.537596,3.368179,9.438284,0.082830094,0.23356116,0.227,0.1525,0.23788182,0.0021028162,0.20876113,0.0018317427,-0.008,0.01,0.21348406,0.3384565,0.02191394,0.21484384,0.039722055,0.3783979,0.021805579,0.25042,0.03903771,2.2479205,5.7057242,9.564466,15.114897,102,3,1,1,1,1,0.0499,0.0085,7.7,0.0491,0.0085,7.7761097,0.07518336,0.0162,7.2945433,0.067020744,6.4800005,10.398036,10.413802,7.9102306,7.3821974,2,0.8246916,0.00187,2.14,1,8.6277895,0.05631159,9.800016,3.4808614,4.35,9.36319,0.05631159,9.37,0.0,0.0,1,2,9.133375,-1.2124949,0.5433443784713745,0.03018481470644474,39.85868835449219,20.175159454345703,8.089042,0.038814,0.040052,0.7134424935439212,0.025482255958377192
54,J132507.36+255053.3,JINGLE50 ,50,5087-301-2-0313-0143,1237667322189643919,2526555738508126208,2244,53795,132,201.280688,25.848158,0.02413,1e-05,105.25887,1,-0.5058866,-0.25050968,8.624082,8.648279,8.428619,9.215432,9.102,0.07999992,9.40891,9.554506,0.06103107,9.28,0.10500002,9.300112,0.08306837,9.532254,0.15963037,7.8620515,2.5436227,0.42633513,65.82616,4.0478644,1.8544309,4.890871,-0.5761499,0.28991184,-0.823,0.14249998,-0.64718497,0.018376403,-0.71073306,0.0184846,-0.728,0.057500005,-0.33194125,-0.88605666,0.100221805,-0.7695511,0.051093467,-0.9586073,0.15792526,-0.85387194,0.062042065,0.26159352,2.857328,8.188373,0.0,1,1,1,1,1,1,0.002,0.0024,0.8,0.002,0.0024,6.3860583,0.5211534,0.0,0.0,0.0,0.0,9.599644,9.12483,6.1560555,6.70105,0,0.9349999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51,0.0,0.0,1,1,9.3486185,0.13318634,0.43230801820755005,0.04636916145682335,27.73130989074707,9.899406433105469,7.157697,0.090064,0.099767,0.5279164706350549,0.03124455955188812
55,J130615.12+252737.9,JINGLE51 ,51,5224-301-6-0277-0065,1237667912745287745,2997300383858059264,2662,54505,563,196.563007,25.460539,0.02416,1e-05,105.392105,1,-0.44374013,-0.5451943,8.689348,8.762465,8.687313,10.05228,10.01,0.08650017,10.04616,10.563626,0.048453204,10.06,0.099999905,10.14236,0.099831104,10.124907,0.15382263,8.358195,2.1845505,0.63229835,51.384857,5.7120705,2.638685,5.9043694,0.4274101,0.17877114,0.537,0.09750001,0.4862287,0.0049500708,0.42885077,0.006219412,0.487,0.28750002,0.54678893,0.50514996,0.038000766,0.51587385,0.015888821,0.51587385,0.041046124,0.5276299,0.016753199,1.0046556,3.2926111,9.637335,12.848629,1,2,1,1,1,1,0.0192,0.0052,7.0,0.0148,0.0053,7.2563887,0.15552437,0.010899999,7.1235533,0.091640115,4.7391305,10.568287,10.581836,7.2876964,7.2455125,2,0.8942062,0.00563,2.463,1,8.689926,0.120030984,3.7800019,3.60266,4.35,9.425325,0.120030984,9.63,6.754584,0.14445186,1,1,9.750598,-0.30168247,0.5279760360717773,0.020431775599718094,44.12609100341797,31.87919807434082,7.955771,0.033634,0.034039,0.6135418305478394,0.01596556533671076
56,J125440.02+322201.2,JINGLE52 ,52,4623-301-4-0220-0045,1237665330392465453,2245164325520041984,1994,53845,436,193.666765,32.367022,0.02417,1e-05,105.436516,1,-0.4668887,-0.27720392,8.664309,8.6693,8.687313,9.928466,10.01,0.061500072,10.052553,10.183266,0.04881303,9.96,0.09000015,9.959262,0.0914979,10.005875,0.19262218,8.579816,2.4358456,0.37273845,69.37051,5.4427934,2.4972084,6.534222,-0.28886992,0.24745312,-0.333,0.1525,-0.27689525,0.0044667,-0.32260385,0.005087259,-0.468,0.052499995,-0.3111358,-0.22184873,0.043429445,-0.23657201,0.052414853,-0.19382003,0.04071511,-0.21467015,0.05695665,1.5576392,4.6905117,9.024685,13.3338785,3,3,1,1,1,1,0.0107,0.0049,2.2,0.0098,0.0049,7.0777187,0.21714723,0.0,0.0,0.0,0.0,9.835907,9.989761,7.255396,6.960851,0,0.89761114,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91,0.0,0.0,0,0,0.0,0.0,0.6273524761199951,0.0542125329375267,37.08768844604492,12.180181503295898,7.639958,0.053175,0.059658,0.7265464591404575,0.03219643026456235
57,J132917.28+264718.6,JINGLE53 ,53,4670-301-4-0039-0125,1237665532244066429,2527736620925347840,2245,54208,332,202.322031,26.788506,0.02417,1e-05,105.436516,1,-0.54896545,-0.22481002,8.582377,8.626269,8.578312,9.71985,9.587,0.06499958,9.741656,9.9163265,0.049543772,9.71,0.08500004,9.706522,0.08961964,9.664903,0.18933082,8.2483015,2.3108118,0.21744967,79.87461,4.851654,2.1632502,7.0367208,-0.3869799,0.24784037,-0.698,0.1925,-0.50793326,0.009447018,-0.53563625,0.0068483287,-0.538,0.062499985,-0.18584682,-0.3467875,0.057905927,-0.48148605,0.026320875,-0.3098039,0.06204207,-0.45593196,0.024816826,1.4238296,4.14346,8.771534,12.556302,3,3,1,1,1,1,0.0056,0.0033,2.5,0.0055,0.0033,6.8268557,0.2605767,0.0,0.0,0.0,0.0,9.742592,9.715837,6.9272637,6.792462,0,0.8939558,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.61,0.0,0.0,0,0,0.0,0.0,0.4750911593437195,0.040075596421957016,21.914867401123047,14.095260620117188,7.388189,0.065107,0.06307,0.6293596501586969,0.021767164027317175
59,J131101.71+293442.0,JINGLE55 ,55,4649-301-4-0100-0021,1237665442053750805,2262075365100906496,2009,53904,518,197.757135,29.578357,0.02426,1e-05,105.83624,1,-0.28163198,-0.7688221,8.891079,8.8859005,8.77684,11.095457,10.87,0.029999733,10.745723,-99.0,-99.0,11.09,0.10999966,10.973878,0.08906698,11.199631,0.27369216,8.710346,2.414633,0.42093974,66.18472,14.613987,6.321349,14.206699,0.89976007,0.0336771,0.607,0.23249999,-0.48200315,0.015622104,-0.7205304,0.020133035,0.387,0.01,0.38202333,0.7201593,0.050460886,0.7551123,0.0152651835,0.764923,0.05074231,0.80002934,0.015141804,-99.0,5.7726536,9.742363,12.566522,2,3,1,1,2,1,0.0187,0.0088,9.5,0.0124,0.0089,7.1832013,0.31171134,0.017299999,7.3278255,0.057738572,7.521739,10.54676,10.813714,7.9485545,7.5721745,2,0.68651867,0.00458,5.676,1,9.056114,0.06636922,7.680005,2.8336115,4.35,9.791513,0.06636922,9.69,10.742941,0.09770293,1,1,9.705913,-1.3895445,0.7012445330619812,0.02720336988568306,66.6642074584961,27.952167510986328,8.275685000000001,0.032789,0.03075,0.9950838804928603,0.03660703850066671
61,J130713.20+280249.0,JINGLE57 ,57,5087-301-6-0285-0123,1237667324335292539,2524415270252996608,2242,54153,537,196.805015,28.046947,0.02435,1e-05,106.23603,1,-0.5285837,-0.9113095,8.601761,8.852471,8.659946,9.890397,9.892,0.047500134,9.733104,10.208577,0.048343472,9.92,0.09499979,9.941401,0.08522558,9.99983,0.14016019,8.0539665,2.0419598,0.96658164,14.984214,6.926206,3.3395717,6.53131,0.09508009,0.19972783,-0.063,0.1325,-0.0010450792,0.0051746303,-0.07951173,0.006296883,-0.113,0.012500003,0.29390913,-0.040958595,0.028634802,-0.1023729,0.021989591,-0.040958595,0.028634802,-0.11350928,0.022560753,0.91961265,3.8996742,9.150278,13.060158,2,3,1,1,1,1,0.0155,0.0047,5.8,0.0142,0.0047,7.2453427,0.14374535,0.0099,7.08869,0.06141538,7.0714283,10.21169,10.05038,6.7743096,7.0576663,2,0.83567387,0.00297,1.207,1,8.387016,0.10638111,4.319291,2.907954,4.35,9.122416,0.10638111,9.13,0.0,0.0,1,2,8.948276,-0.9421215,0.5500719547271729,0.03545280545949936,29.147464752197266,18.328115463256836,7.882439999999999,0.057482000000000005,0.06040499999999999,0.657300161860483,0.020506966847735536
63,J133129.97+325258.3,JINGLE59 ,59,4576-301-2-0548-0140,1237665127476756620,2374629339464493056,2109,53468,387,202.874896,32.882879,0.02449,1e-05,106.85801,1,-0.4232569,-0.55013835,8.712248,8.770601,8.659946,9.968337,9.892,0.08249998,9.899386,10.222913,0.048732653,9.98,0.09000015,9.96148,0.089131355,10.171166,0.21137391,8.386439,2.5030081,0.47280103,62.71169,4.8093667,2.2793684,5.787462,0.089640096,0.17554404,0.042,0.125,-0.060948763,0.0050554043,-0.10507308,0.006094599,-0.093,0.0275,0.11010144,0.008600163,0.059609044,0.10037054,0.058595285,0.033423774,0.06433991,0.13033378,0.05790593,1.2470474,3.8895288,9.1672945,11.067124,1,2,1,1,1,1,0.0021,0.0023,0.9,0.0016,0.0023,6.3022447,0.62429833,0.0,0.0,0.0,0.0,10.116862,10.093071,6.8658953,7.028571,1,0.91006607,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22,0.0,0.0,0,0,0.0,0.0,0.5991072654724121,0.025295445695519447,54.173587799072266,26.334514617919922,7.636678999999999,0.03533,0.036775,0.6971029939402227,0.020531447904040517
66,J133013.64+262021.8,JINGLE62 ,62,4670-301-3-0040-0153,1237665531707261081,2526530449740687360,2244,53795,40,202.556844,26.339391,0.02465,1e-05,107.56901,1,-0.5740978,-0.038340103,8.559314,8.5585575,8.422222,9.134034,9.082,0.09000015,9.229014,9.179195,0.0959042,9.13,0.07499981,9.201125,0.09382391,9.214839,0.15775895,8.41824,2.7889771,0.39106563,68.16208,1.9585875,0.86006004,1.9305136,-0.98876995,0.19040394,-1.218,0.14499998,-1.6216689,0.068558514,-1.6504087,0.045950226,-1.473,0.09250003,-1.1346774,-1.5228788,0.14476483,-0.82390875,0.028952964,-1.5228788,0.14476483,-0.79588,0.027143406,0.12431089,4.7572327,7.4606276,12.556302,7,3,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0029745,8.641176,6.431853,6.571476,0,0.9885025,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,0.0,0,0,0.0,0.0,0.4856286644935608,0.03392889350652695,33.10959243774414,15.872932434082031,,,,0.511517210868835,0.020162674092476428
67,J132804.03+333535.5,JINGLE63 ,63,4552-301-3-0195-0005,1237665024911278085,2243996917656741888,1993,53762,285,202.016808,33.593198,0.02466,1e-05,107.61345,1,-0.7414414,0.25533998,8.42711,8.41103,8.544388,9.336919,9.472,0.025000095,9.651131,9.8670225,0.050570495,9.35,0.07000017,9.381907,0.06263113,9.353196,0.1220934,8.19529,2.945723,0.87789106,28.878824,4.011971,1.6650584,2.8845012,-0.027699905,0.14051452,-0.013,0.09,-0.3273913,0.012557839,-0.4389761,0.015508258,-0.358,0.037499994,0.044476036,-0.39794,0.05428681,-0.35654733,0.029610986,-0.45593196,0.07445048,-0.39794,0.043429445,0.26406473,3.1868186,8.507853,12.31627,1,2,2,2,1,1,0.0016,0.002,0.8,0.0014,0.002,6.250372,0.62042075,0.0,0.0,0.0,0.0,9.748659,9.698623,5.8957076,6.507856,2,0.9631386,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17,0.0,0.0,0,0,0.0,0.0,0.5215895771980286,0.009912637993693352,101.9150161743164,61.441070556640625,7.110938000000001,0.085726,0.082136,0.5203855970162486,0.011972000434169497
68,J125818.62+271838.9,JINGLE64 ,64,5087-301-4-0272-0109,1237667323260698733,2523184092376229888,2241,54169,154,194.577616,27.310822,0.02472,1e-05,107.88012,1,-0.60803455,-0.0063120197,8.529586,8.537448,8.422222,9.404043,9.082,0.057499886,9.683088,10.023358,0.050189376,9.59,0.125,9.588738,0.11261034,9.7625475,0.16999489,7.846875,2.4437258,0.52762294,58.953503,3.9068499,1.8209896,4.3752646,0.012570092,0.14567271,-0.008,0.1225,-0.0060564065,0.0038680877,-0.02827432,0.005419918,0.057,0.0375,0.51172644,-0.036212165,0.04248533,0.025305841,0.024582706,-0.0087739155,0.044315763,0.053078443,0.026903199,1.2723147,2.9409125,9.19067,15.114897,315,3,1,1,1,1,0.0276,0.0052,5.4,0.0272,0.0052,7.5409627,0.083026886,0.0122,7.1927533,0.18866894,2.3018866,10.037362,10.12287,6.3448005,6.790637,2,0.94232064,0.00124844,0.521318,1,8.035594,0.106731504,4.303427,8.614183,4.35,8.770994,0.106731504,9.18,4.6433334,0.13961768,1,2,9.316072,-0.08797073,0.46536338329315186,0.02149994671344757,33.99788284301758,28.068286895751953,7.599553,0.05022,0.049953,0.6700339644781484,0.016432386341104083
69,J132202.09+311642.1,JINGLE65 ,65,4623-301-3-0259-0011,1237665329858150411,2369057570733189120,2104,53852,597,200.508737,31.278382,0.02481,1e-05,108.28017,1,-0.41451097,-0.73079216,8.722244,8.831209,8.735283,10.236669,10.26,0.01999998,10.272919,10.51237,0.048188727,10.26,0.08500004,10.318555,0.086688995,10.196034,0.16359286,8.997839,2.6215174,0.41985044,66.25706,3.8768458,1.7860409,4.63205,0.1777001,0.19741456,-0.013,0.13250001,0.16462913,0.0023943128,0.1256077,0.0017795907,0.032,0.012499999,0.28360632,0.24303804,0.039706923,0.31175384,0.069910824,0.2787536,0.04114369,0.34830487,0.07205783,1.957616,5.4254866,9.476208,13.272173,6,3,1,1,1,1,0.014,0.0068,4.4,0.0135,0.0068,7.2399426,0.21875574,0.011899999,7.1851554,0.094887875,4.576923,10.203909,10.36903,7.4486856,7.1886473,2,0.9411947,0.00231216,1.89303,1,8.598825,0.06993285,7.155742,2.8618402,4.35,9.334225,0.06993285,9.17,3.049938,0.13479786,0,0,0.0,0.0,0.5180338621139526,0.02156979590654373,43.60491943359375,28.774433135986328,7.936023,0.035055,0.035629,0.6340993749772283,0.01873224791387474
72,J133306.57+330903.7,JINGLE68 ,68,4552-301-2-0202-0175,1237665024374866095,2374643633115654144,2109,53468,439,203.277383,33.151051,0.02496,1e-05,108.94703,1,-0.48102897,-0.6916296,8.649443,8.797392,8.6437645,9.996969,9.827,0.057500362,9.915766,10.404228,0.05184478,9.99,0.09499979,9.976234,0.08426523,10.255035,0.120196454,7.761715,2.02308,0.7476911,42.04623,9.409954,4.5836253,9.45802,-0.015179905,0.26106012,0.017,0.14,0.25622633,0.007924525,0.17041351,0.011064453,0.162,0.010000005,0.4163881,0.20682588,0.05125214,0.14612803,0.024816826,0.19033168,0.058839895,0.117271274,0.029837029,0.57435495,3.171832,9.280086,12.975103,2,3,1,1,1,1,-0.0033,0.0061,2.4,-0.0049,0.0061,0.0,0.0,0.0049,6.8051376,0.19498935,2.2272727,10.475171,10.239049,7.157291,7.3302107,2,0.762203,0.00182,0.985,1,8.320374,0.099838115,4.640011,3.073492,4.35,9.055773,0.099838115,9.2,0.0,0.0,0,0,0.0,0.0,0.5442299246788025,0.03865363076329231,40.23332214355469,15.030033111572266,7.933946000000001,0.042706,0.045325,0.5983830631111322,0.025526591146886223
73,J133303.09+343301.3,JINGLE69 ,69,4576-301-6-0548-0093,1237665129624240221,2243967230842791936,1993,53762,177,203.262898,34.550381,0.02497,1e-05,108.99149,1,-0.5687459,-0.21918179,8.564149,8.618139,8.565203,9.604439,9.542,0.11000013,9.483913,9.944908,0.04958449,9.63,0.09499979,9.651705,0.08984709,9.714531,0.14952126,8.109721,2.572946,0.29572293,74.461266,5.6927013,2.3140712,6.469884,-0.3756999,0.26423305,-0.403,0.11750001,-0.45177302,0.008777565,-0.5232629,0.008195474,-0.588,0.095,-0.14808688,-0.32790214,0.046201542,-0.5086383,0.042028498,-0.3098039,0.053178914,-0.49485004,0.04071511,1.2147896,4.5692925,8.794002,14.052529,41,3,1,1,1,1,0.0125,0.0034,4.3,0.0123,0.0034,7.205201,0.12004889,0.0,0.0,0.0,0.0,9.894335,9.715,6.574776,6.879956,0,0.9037995,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,0,0,0.0,0.0,0.4789414703845978,0.030869869515299797,40.34941101074219,16.806976318359375,7.5520369999999994,0.063837,0.059088999999999996,0.584229493409567,0.02300710364638947
75,J141658.36+013825.5,JINGLE71 ,71,1458-301-2-0597-0085,1237651735771938901,600134920370677760,533,51994,110,214.243189,1.640432,0.02506,1e-05,109.3917,1,-0.53199124,-0.36728334,8.598477,8.677293,8.536842,9.656362,9.447,0.015000343,9.78458,10.258583,0.049437784,9.66,0.07499981,9.738427,0.08839464,9.824878,0.1333773,8.117263,2.4199803,0.86751896,30.10997,4.121002,1.9572481,3.7512035,-0.017629903,0.20121744,0.237,0.0925,0.21714205,0.006072473,0.12598372,0.007136629,0.167,0.065,0.28520232,0.20682588,0.05125214,0.2121876,0.013321917,0.20412,0.057001147,0.2121876,0.0159863,0.80699867,2.9679596,9.310596,12.200225,2,3,1,1,1,1,0.0053,0.0048,3.7,0.0037,0.0048,6.6866813,0.5634091,0.0,0.0,0.0,0.0,10.307122,10.157154,7.0261073,7.0034604,1,0.9409176,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,1.6716832,0.14975843,1,1,9.584173,-0.07218838,0.4985434412956238,0.022346502169966698,42.055397033691406,26.318044662475586,7.681717,0.043982,0.046854,0.5516523743773235,0.014533340467733294
76,J133451.23+340319.8,JINGLE180,180,4576-301-5-0551-0038,1237665129087565862,2243933970616051712,1993,53762,56,203.713482,34.055519,0.02509,1e-05,109.5251,1,-0.5007785,-0.75991404,8.629214,8.8129225,8.736885,10.375529,10.27,0.08500004,10.340513,10.499857,0.04857662,10.38,0.09000015,10.381548,0.09490061,10.376862,0.22137077,8.670428,2.3796728,0.3720135,69.418274,5.997307,2.7800071,7.61542,0.2247401,0.17868733,0.062,0.1475,0.051077303,0.003024842,0.04138774,0.003621072,-0.128,0.042499997,0.3512629,0.120573945,0.049351644,0.09342169,0.017511874,0.16731735,0.05022453,0.13353892,0.01916005,2.2551095,5.33136,9.397589,14.052529,26,3,1,1,1,1,0.0288,0.0047,8.3,0.0269,0.0047,7.54929,0.075880446,0.0,0.0,0.0,0.0,10.239239,10.253338,7.5163903,7.548635,1,0.86941624,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24,0.0,0.0,0,0,0.0,0.0,0.5511111617088318,0.0339120589196682,38.415191650390625,17.93509864807129,8.109249,0.036327,0.040562,0.7492388364019675,0.02672479086904823
78,J130037.86+280328.6,JINGLE72 ,72,5087-301-6-0275-0183,1237667324334637239,2523263257213429760,2241,54169,442,195.157753,28.057967,0.02553,1e-05,111.482445,1,-0.451988,-0.67166007,8.680325,8.800295,8.634754,9.949668,9.792,0.01,10.156548,10.564454,0.04862569,9.92,0.11000013,10.022773,0.10737467,9.87465,0.14973746,8.248131,2.4128003,0.40938544,66.950966,5.301533,2.5538504,6.8203263,0.2804001,0.2608366,0.787,0.22750002,0.5008375,0.003335913,0.42291155,0.0028005461,0.642,0.01,0.6513004,0.61384183,0.023246907,0.61278385,0.012711058,0.63848925,0.024959454,0.63848925,0.012978915,1.3778818,4.139638,9.717045,15.114897,170,3,1,1,1,1,0.0275,0.0051,5.4,0.0266,0.0051,7.5598054,0.08326699,0.0252,7.536324,0.094786495,4.581818,10.564139,10.700876,7.7683682,7.4060287,2,0.8874662,0.00323,3.94,1,8.942174,0.0542302,10.430014,3.270608,4.35,9.677574,0.0542302,8.91,0.0,0.0,0,0,0.0,0.0,0.5339536666870117,0.02403721585869789,38.56394577026367,27.174781799316406,8.143884,0.029595999999999997,0.028539,0.6623736120142218,0.018003638252472833
79,J122337.49-002821.3,JINGLE73 ,73,756-301-2-0468-0185 ,1237648720696443065,324266353550714880,288,52000,26,185.90621,-0.472588,0.02554,1e-05,111.52694,1,-0.4999125,-0.40788546,8.630089,8.700551,8.557829,9.72228,9.517,0.01,9.666277,10.162003,0.04957821,9.74,0.099999905,9.773306,0.07989359,9.87243,0.14721763,7.814649,2.1069584,0.5863302,54.786125,5.89559,2.9665458,7.0484943,0.0320801,0.24903813,-0.078,0.1125,0.002174855,0.0074528693,-0.10258446,0.009327332,-0.063,0.01,0.16690047,-0.031517047,0.04669833,-0.1023729,0.016492194,-0.040958595,0.052497137,-0.124938734,0.023162372,0.5834931,3.4817376,9.032612,0.0,1,1,1,1,1,1,0.032,0.0066,5.0,0.0309,0.0066,7.625229,0.09276193,0.0,0.0,0.0,0.0,10.225684,9.943,6.90781,7.090963,0,0.86419195,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,0.0,0,0,0.0,0.0,0.48772135376930237,0.03691248595714569,28.11544418334961,14.968877792358398,7.749383,0.05439600000000001,0.052646000000000005,0.5655375514269747,0.01836675515642403
80,J125837.28+271035.8,JINGLE74 ,74,5087-301-4-0273-0090,1237667323260764250,2522033722530752512,2240,53823,65,194.655342,27.176613,0.02557,1e-05,111.66045,1,-0.5078099,-0.4313033,8.622159,8.705518,8.496782,9.610451,9.317,0.022500038,9.550824,10.241082,0.05123891,9.62,0.07499981,9.66156,0.07274103,9.75626,0.10959462,7.852545,2.1911418,0.726736,43.851837,4.4758654,2.2401927,4.6839757,0.18820009,0.20346616,0.287,0.085,0.29518837,0.005925269,0.24399862,0.008386292,0.302,0.03750001,0.6394958,0.20139714,0.035508353,0.2600714,0.021476101,0.1986571,0.038481787,0.26717174,0.023475379,0.7725259,1.9285637,9.365184,15.114897,181,3,1,1,1,1,0.0173,0.0056,6.3,0.0156,0.0056,7.329434,0.15590058,0.0121,7.2190948,0.093319476,4.6538463,10.456815,10.3042755,6.607177,7.1000257,2,0.92275536,0.00438,1.02,2,8.412165,0.0,2.6399975,4.6495047,4.35,9.147564,0.0,9.42,0.0,0.0,1,1,9.361316,-0.24913502,0.5634685158729553,0.023585345596075058,45.72259521484375,28.019859313964844,7.7978380000000005,0.044128,0.043,0.594899935745009,0.014124514599769333
81,J133538.40+255230.9,JINGLE75 ,75,5087-301-3-0329-0028,1237667322727563292,2527676697541634048,2245,54208,114,203.910036,25.875259,0.02562,1e-05,111.882965,1,-0.45870048,-0.599113,8.673065,8.774932,8.72863,10.448959,10.22,0.03000021,10.336563,10.548011,0.048743118,10.43,0.08500004,10.415935,0.0916872,10.564815,0.1950155,8.248786,2.1899948,0.43971333,64.93462,8.68945,4.245118,10.744187,-0.3152599,0.32132918,-0.483,0.5675,0.07826604,0.0072080973,0.01813348,0.008585471,-0.023,0.025,0.38493744,0.064457975,0.06739053,0.0128372125,0.012649354,0.07188199,0.07360924,0.0128372125,0.016865805,0.81661326,4.1335073,9.265146,12.073457,1,2,1,1,1,1,0.0156,0.0055,4.3,0.015,0.0055,7.31413,0.1592413,0.0,0.0,0.0,0.0,10.445195,10.1017475,7.106486,7.432007,0,0.7750777,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79,0.0,0.0,1,1,9.771634,-0.67732525,0.4756689667701721,0.03154672682285309,41.01004409790039,16.21392822265625,8.001244999999999,0.05441699999999999,0.059565999999999994,0.6040339857735977,0.02787398856733846
